,_id,ask_hedge,ask_lead,bid_hedge,bid_lead,cancelTime,cancel_order,className,datetime,delta,deltaUSD,direction,edge_ask,edge_bid,exchange,frontID,gatewayName,inited,mm_cancel,mm_threshold,offset,on_order,on_timer,on_trade,orderID,orderTime,order_type,p1,p2,pos_hedge,pos_lead,price,qty_hedge,qty_lead,rawData,send_order,sessionID,skew,status,stop,symbol,symbol_hedge,symbol_lead,target_ask,target_bid,totalVolume,tradeID,tradeTime,tradedVolume,trading,volume,vtOrderID,vtSymbol,vtTradeID,vt_order_id,vt_symbol
10,5968635df6daaa379c923488,47130.0,2.6705,47120.0,2.67,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:25.369,-0.397645306201,-13822.2916767,,-5490.67605875,-5488.472225,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
11,5968635ef6daaa379c923489,47130.0,2.6705,47120.0,2.67,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:26.376,-0.397560320523,-13819.2152374,,-5490.30752975,-5488.103765,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
12,5968635ff6daaa379c92348d,47130.0,2.6705,47120.0,2.67,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:27.382,-0.397588649082,-13820.2407111,,-5490.43037275,-5488.226585,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
13,59686360f6daaa379c923495,47130.0,2.6705,47120.0,2.67,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:28.365,-0.397602813362,-13820.7534502,,-5490.49179425,-5488.287995,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
14,59686361f6daaa379c92349a,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:29.374,-0.398459341184,-13850.4652374,,-5490.30752975,-5495.90000025,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
15,59686362f6daaa379c92349f,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:30.366,-0.397320874231,-13807.9616907,,-5498.103765,-5495.90000025,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
16,59686363f6daaa379c9234a2,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:31.374,-0.397349203496,-13808.9869469,,-5498.226585,-5496.02279725,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
17,59686364f6daaa379c9234a5,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:32.380,-0.397377532762,-13810.012209,,-5498.349405,-5496.14559425,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
18,59686365f6daaa379c9234a8,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:33.383,-0.397377532762,-13810.012209,,-5498.349405,-5496.14559425,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
19,59686366f6daaa379c9234aa,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:34.407,-0.39744127361,-13812.3190711,,-5498.62575,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
20,59686367f6daaa379c9234ad,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:35.403,-0.39654207343,-13781.0690711,,-5490.8296125,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
21,59686368f6daaa379c9234af,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:36.408,-0.39654207343,-13781.0690711,,-5490.8296125,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
22,59686369f6daaa379c9234b0,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:37.380,-0.39654207343,-13781.0690711,,-5490.8296125,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
23,5968636af6daaa379c9234b4,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:38.390,-0.398579726289,-13854.8235424,,-5490.8296125,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
24,5968636bf6daaa379c9234b6,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:39.395,-0.398579726289,-13854.8235424,,-5490.8296125,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
25,5968636cf6daaa379c9234b7,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:40.367,-0.398579726289,-13854.8235424,,-5490.8296125,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
26,5968636df6daaa379c9234bb,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:41.408,-0.398551400382,-13853.7980491,,-5490.7067695,-5496.2990905,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
27,5968636ef6daaa379c9234bc,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:42.395,-0.398551400382,-13853.7980491,,-5490.7067695,-5496.2990905,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
28,5968636ff6daaa379c9234be,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:43.388,-0.398572644812,-13854.5671685,,-5490.79890175,-5496.39118825,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
29,59686370f6daaa379c9234c6,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:44.400,-0.398586807766,-13855.0799167,,-5490.86032325,-5496.45258675,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
30,59686371f6daaa379c9234c9,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:45.372,-0.399478735678,-13886.0735424,,-5498.62575,-5496.4218875,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
31,59686372f6daaa379c9234d1,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:46.379,-0.3993866851,-13882.7407111,,-5498.226585,-5496.02279725,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
32,59686373f6daaa379c9234d2,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:47.367,-0.3993866851,-13882.7407111,,-5498.226585,-5496.02279725,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
33,59686374f6daaa379c9234d4,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:48.375,-0.399407927541,-13883.5098203,,-5498.3187,-5496.114895,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
34,59686375f6daaa379c9234d5,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:49.367,-0.399407927541,-13883.5098203,,-5498.3187,-5496.114895,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
35,59686376f6daaa379c9234e0,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:50.382,-0.399535382188,-13888.1245473,,-5498.87139,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
36,59686377f6daaa379c9234e1,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:51.370,-0.399535382188,-13888.1245473,,-5498.87139,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
37,59686378f6daaa379c9234e6,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:52.367,-0.399535382188,-13888.1245473,,-5498.87139,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
38,59686379f6daaa379c9234e9,47130.0,2.67,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:53.393,-0.397497932141,-13814.3696408,,-5498.87139,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
39,5968637af6daaa379c9234ed,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:54.383,-0.396598737267,-13783.1196408,,-5491.0752985,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
40,5968637bf6daaa379c9234f0,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:55.389,-0.398636378103,-13856.8745473,,-5491.0752985,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
41,5968637cf6daaa379c9234f1,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:56.377,-0.398636378103,-13856.8745473,,-5491.0752985,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
42,5968637df6daaa379c9234f2,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:57.365,-0.398636378103,-13856.8745473,,-5491.0752985,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
43,5968637ef6daaa379c9234f4,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:58.409,-0.398636378103,-13856.8745473,,-5491.0752985,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
44,5968637ff6daaa379c9234f6,47130.0,2.6705,47120.0,2.6695,,,SHFECrossBorderCMECopperStrategy,2017-07-14 14:23:59.365,-0.398636378103,-13856.8745473,,-5491.0752985,-5496.6674815,,,,True,2.0,3.0,,,True,,,,,-5500.0,-5400.0,-10,5.0,,1.0,2.0,,,,10,,,,cu1709,HGU7,2.6765,2.669,,,,,True,,,,,,
